country,year,electricity
TKM,2021,1.0
TKM,2022,1.0
TLS,2009,0.46299999999999997
TLS,2010,0.38
TLS,2011,0.527
TLS,2012,0.56
TLS,2013,0.5920000000000001
TLS,2014,0.624
TLS,2015,0.6729999999999999
TLS,2016,0.765
TLS,2017,0.795
TLS,2018,0.852
TLS,2019,0.9059999999999999
TLS,2020,0.96
TLS,2021,1.0
TLS,2022,0.997
TON,2009,0.92
TON,2010,0.9279999999999999
TON,2011,0.922
TON,2012,0.9279999999999999
TON,2013,0.951
TON,2014,0.9590000000000001
TON,2015,1.0
TON,2016,0.97
TON,2017,0.982
TON,2018,0.99
TON,2019,0.9840000000000001
TON,2020,0.9990000000000001
TON,2021,1.0
TON,2022,1.0
TTO,2009,0.99
TTO,2010,1.0
TTO,2011,0.975
TTO,2012,1.0
TTO,2013,1.0
TTO,2014,1.0
TTO,2015,1.0
TTO,2016,1.0
TTO,2017,1.0
TTO,2018,1.0
TTO,2019,1.0
TTO,2020,1.0
TTO,2021,1.0
TTO,2022,1.0
TUN,2009,0.995
TUN,2010,0.995
TUN,2011,0.995
TUN,2012,0.995
TUN,2013,0.997
TUN,2014,0.998
TUN,2015,0.9990000000000001
TUN,2016,1.0
TUN,2017,1.0
TUN,2018,0.998
TUN,2019,1.0
TUN,2020,0.9990000000000001
TUN,2021,0.9990000000000001
TUN,2022,1.0
TUR,2009,0.997
TUR,2010,1.0
TUR,2011,1.0
TUR,2012,1.0
TUR,2013,1.0
TUR,2014,1.0
TUR,2015,1.0
TUR,2016,1.0
TUR,2017,1.0
TUR,2018,1.0
TUR,2019,1.0
TUR,2020,1.0
TUR,2021,1.0
TUR,2022,1.0
TUV,2009,0.965
TUV,2010,0.9670000000000001
TUV,2011,0.97
TUV,2012,0.977
TUV,2013,0.976
TUV,2014,0.9790000000000001
TUV,2015,0.981
TUV,2016,0.973
TUV,2017,0.987
TUV,2018,0.99
TUV,2019,0.997
TUV,2020,0.9940000000000001
TUV,2021,0.997
TUV,2022,1.0
TWN,2009,
TWN,2010,
TWN,2011,
TWN,2012,
TWN,2013,
TWN,2014,
TWN,2015,
TWN,2016,
TWN,2017,
TWN,2018,
TWN,2019,
TWN,2020,
TWN,2021,
TWN,2022,
TZA,2009,0.11199999999999999
TZA,2010,0.14800000000000002
TZA,2011,0.142
TZA,2012,0.153
TZA,2013,0.16399999999999998
TZA,2014,0.235
TZA,2015,0.262
TZA,2016,0.32799999999999996
TZA,2017,0.321
TZA,2018,0.349
TZA,2019,0.377
TZA,2020,0.39899999999999997
TZA,2021,0.42700000000000005
TZA,2022,0.45799999999999996
UGA,2009,0.1
UGA,2010,0.121
UGA,2011,0.146
UGA,2012,0.205
UGA,2013,0.139
UGA,2014,0.204
UGA,2015,0.185
UGA,2016,0.267
UGA,2017,0.324
UGA,2018,0.419
UGA,2019,0.413
UGA,2020,0.42100000000000004
UGA,2021,0.452
UGA,2022,0.47100000000000003
UKR,2009,0.9990000000000001
UKR,2010,1.0
UKR,2011,1.0
UKR,2012,0.9990000000000001
UKR,2013,1.0
UKR,2014,1.0
UKR,2015,1.0
UKR,2016,1.0
UKR,2017,1.0
UKR,2018,1.0
UKR,2019,1.0
UKR,2020,1.0
UKR,2021,1.0
UKR,2022,1.0
URY,2009,0.991
URY,2010,0.993
URY,2011,0.992
URY,2012,0.996
URY,2013,0.996
URY,2014,0.997
URY,2015,0.997
URY,2016,0.997
URY,2017,0.998
URY,2018,0.998
URY,2019,0.9990000000000001
URY,2020,1.0
URY,2021,1.0
URY,2022,1.0
USA,2009,1.0
USA,2010,1.0
USA,2011,1.0
USA,2012,1.0
USA,2013,1.0
USA,2014,1.0
USA,2015,1.0
USA,2016,1.0
USA,2017,1.0
USA,2018,1.0
USA,2019,1.0
USA,2020,1.0
USA,2021,1.0
USA,2022,1.0
UZB,2009,0.995
UZB,2010,0.996
UZB,2011,0.997
UZB,2012,0.997
UZB,2013,0.998
UZB,2014,0.998
UZB,2015,0.9990000000000001
UZB,2016,0.9990000000000001
UZB,2017,1.0
UZB,2018,1.0
UZB,2019,1.0
UZB,2020,1.0
UZB,2021,0.9990000000000001
UZB,2022,1.0
VCT,2009,0.914
VCT,2010,0.927
VCT,2011,0.941
VCT,2012,0.9540000000000001
VCT,2013,0.968
VCT,2014,0.981
VCT,2015,0.9940000000000001
VCT,2016,0.997
VCT,2017,1.0
VCT,2018,1.0
VCT,2019,1.0
VCT,2020,1.0
VCT,2021,1.0
VCT,2022,1.0
VEN,2009,0.99
VEN,2010,0.991
VEN,2011,0.988
VEN,2012,0.993
VEN,2013,0.9940000000000001
VEN,2014,1.0
VEN,2015,1.0
VEN,2016,0.9940000000000001
VEN,2017,0.992
VEN,2018,0.9990000000000001
VEN,2019,0.998
VEN,2020,0.9990000000000001
VEN,2021,1.0
VEN,2022,1.0
VIR,2009,1.0
VIR,2010,1.0
VIR,2011,1.0
VIR,2012,1.0
VIR,2013,1.0
VIR,2014,1.0
VIR,2015,1.0
VIR,2016,1.0
VIR,2017,1.0
VIR,2018,1.0
VIR,2019,1.0
VIR,2020,1.0
VIR,2021,1.0
VIR,2022,1.0
VNM,2009,0.961
VNM,2010,0.9740000000000001
VNM,2011,0.99
VNM,2012,0.9790000000000001
VNM,2013,0.985
VNM,2014,0.992
VNM,2015,0.993
VNM,2016,0.992
VNM,2017,1.0
VNM,2018,1.0
VNM,2019,0.9940000000000001
VNM,2020,0.998
VNM,2021,1.0
VNM,2022,1.0
VUT,2009,0.33299999999999996
VUT,2010,0.441
VUT,2011,0.42
VUT,2012,0.439
VUT,2013,0.317
VUT,2014,0.491
VUT,2015,0.523
VUT,2016,0.578
VUT,2017,0.628
VUT,2018,0.616
VUT,2019,0.645
VUT,2020,0.6729999999999999
VUT,2021,0.7
VUT,2022,0.7
WSM,2009,0.9790000000000001
WSM,2010,0.9640000000000001
WSM,2011,0.9670000000000001
WSM,2012,0.968
WSM,2013,0.97
WSM,2014,0.9790000000000001
WSM,2015,0.982
WSM,2016,0.9890000000000001
WSM,2017,0.968
WSM,2018,0.998
WSM,2019,0.992
WSM,2020,1.0
WSM,2021,0.983
WSM,2022,0.983
XKX,2009,
XKX,2010,
XKX,2011,
XKX,2012,
XKX,2013,
XKX,2014,
XKX,2015,
XKX,2016,
XKX,2017,
XKX,2018,
XKX,2019,
XKX,2020,
XKX,2021,
XKX,2022,
YEM,2009,0.596
YEM,2010,0.608
YEM,2011,0.62
YEM,2012,0.524
YEM,2013,0.7559999999999999
YEM,2014,0.6609999999999999
YEM,2015,0.674
YEM,2016,0.6890000000000001
YEM,2017,0.792
YEM,2018,0.62
YEM,2019,0.728
YEM,2020,0.7390000000000001
YEM,2021,0.7490000000000001
YEM,2022,0.76
ZAF,2009,0.826
ZAF,2010,0.828
ZAF,2011,0.836
ZAF,2012,0.852
ZAF,2013,0.852
ZAF,2014,0.8590000000000001
ZAF,2015,0.853
ZAF,2016,0.8390000000000001
ZAF,2017,0.8440000000000001
ZAF,2018,0.847
ZAF,2019,0.85
ZAF,2020,0.9
ZAF,2021,0.893
ZAF,2022,0.865
ZMB,2009,0.266
ZMB,2010,0.22
ZMB,2011,0.28300000000000003
ZMB,2012,0.292
ZMB,2013,0.301
ZMB,2014,0.27899999999999997
ZMB,2015,0.311
ZMB,2016,0.354
ZMB,2017,0.40299999999999997
ZMB,2018,0.402
ZMB,2019,0.43
ZMB,2020,0.446
ZMB,2021,0.467
ZMB,2022,0.478
ZWE,2009,0.434
ZWE,2010,0.389
ZWE,2011,0.369
ZWE,2012,0.44
ZWE,2013,0.406
ZWE,2014,0.32299999999999995
ZWE,2015,0.337
ZWE,2016,0.425
ZWE,2017,0.44
ZWE,2018,0.45399999999999996
ZWE,2019,0.467
ZWE,2020,0.527
ZWE,2021,0.49
ZWE,2022,0.501
